State_Name,PC NAME,CANDIDATES_NAME,SEX,AGE,CATEGORY,PARTY_NAME,PARTY_SYMBOL,GENERAL,POSTAL ,Total_Electors
Rajasthan,Ajmer,SANWAR LAL,M,30,GEN,NCP,Clock,12132,17,1683261
Rajasthan,Ajmer,MUKUL MISHRA,M,47,GEN,ABHM,Coconut,1869,0,1683261
Rajasthan,Ajmer,RAMLAL,M,50,SC,AKBAP,Balloon,1038,2,1683261
Rajasthan,Ajmer,ANITA JAIN,F,46,GEN,IND,Gas Stove,910,0,1683261
Rajasthan,Ajmer,KRISHNA KUMAR DADHICH,M,27,GEN,IND,Batsman,1014,1,1683261
Rajasthan,Ajmer,JAGDISH SINGH RAWAT,M,54,GEN,IND,Bat,1374,0,1683261
Rajasthan,Ajmer,NARAIN DAS SINDHI,M,65,GEN,IND,Camera,3517,1,1683261
Rajasthan,Ajmer,BHANWAR LAL SONI,M,57,GEN,IND,Ceiling Fan,4970,0,1683261
Rajasthan,Ajmer,SURENDRA KUMAR JAIN,M,46,GEN,IND,Letter Box,5184,0,1683261
Rajasthan,Ajmer,None of the Above,,,,NOTA,NOTA,12534,12,1683261
Rajasthan,Nagaur,ABDUL AZIZ,M,63,GEN,BSP,Elephant,11235,4,1678660
Rajasthan,Nagaur,C R CHOUDHARY,M,66,GEN,BJP,Lotus,412745,2046,1678660
Rajasthan,Nagaur,DR JYOTI MIRDHA,F,41,GEN,INC,Hand,338748,825,1678660
Rajasthan,Nagaur,AYUB KHAN,M,40,GEN,SP,Bicycle,7298,2,1678660
Rajasthan,Nagaur,NEMICHAND,M,27,GEN,AVIRP,Kettle,4368,4,1678660
Rajasthan,Nagaur,BHANWAR SINGH RATHORE,M,58,GEN,AITC,Flowers and Grass,5767,9,1678660
Rajasthan,Nagaur,HANUMANRAM,M,59,GEN,AAAP,Broom,3959,17,1678660
Rajasthan,Nagaur,HARIRAM MEHRADA,M,27,SC,BA S D,Glass Tumbler,11347,5,1678660
Rajasthan,Nagaur,CHHOTURAM,M,34,SC,IND,Air Conditioner,15226,8,1678660
Rajasthan,Nagaur,MULARAM,M,59,GEN,IND,Auto- Rickshaw,4332,0,1678660
Rajasthan,Nagaur,SUNIL,M,31,GEN,IND,Batsman,5250,1,1678660
Rajasthan,Nagaur,HANUMAN BENIWAL,M,42,GEN,IND,Almirah,159519,461,1678660
Rajasthan,Nagaur,HARIRAM,M,74,GEN,IND,Cot,8658,0,1678660
Rajasthan,Nagaur,None of the Above,,,,NOTA,NOTA,12176,9,1678660
Rajasthan,Pali,P P CHAUDHARY,M,60,GEN,BJP,Lotus,708015,3757,1902094
Rajasthan,Pali,BHOJRAJ,M,47,SC,BSP,Elephant,16408,61,1902094
Rajasthan,Pali,MUNNI DEVI GODARA,F,40,GEN,INC,Hand,311506,1227,1902094
Rajasthan,Pali,JAGDISH,M,46,SC,BMUP,Cot,7180,6,1902094
Rajasthan,Pali,DEV KISHAN DEHIYA,M,27,SC,MEDP,FLUTE,1257,7,1902094
Rajasthan,Pali,MAHESH BHANDARI,M,53,GEN,AAAP,Broom,4976,55,1902094
Rajasthan,Pali,SHOBHARAM MALI,M,35,GEN,JMBP,Glass Tumbler,2822,3,1902094
Rajasthan,Pali,UDARAM,M,38,SC,IND,Auto- Rickshaw,2047,11,1902094
Rajasthan,Pali,OM PRAKASH MALI,M,32,GEN,IND,Basket containing Fruits,3302,4,1902094
Rajasthan,Pali,KANHAIYALAL PAREEK,M,48,GEN,IND,Television,1884,6,1902094
Rajasthan,Pali,DINESH MEV,M,26,SC,IND,Almirah,2355,3,1902094
Rajasthan,Pali,DR. RAMLAL MOHBARSHA,M,61,SC,IND,Telephone,5784,10,1902094
Rajasthan,Pali,SHER SINGH SAFA,M,50,GEN,IND,Air Conditioner,5175,23,1902094
Rajasthan,Pali,None of the Above,,,,NOTA,NOTA,17685,18,1902094
Rajasthan,Jodhpur,GAJENDRASINGH SHEKHAWAT ,M,48,GEN,BJP,Lotus,708060,5455,1727791
Rajasthan,Jodhpur,GOPARAM MEGHWAL,M,44,SC,BSP,Elephant,13434,77,1727791
Rajasthan,Jodhpur,CHANDRESH KUMARI,F,69,GEN,INC,Hand,302031,1433,1727791
Rajasthan,Jodhpur,DHANRAJ GEHLOT,M,31,GEN,JMBP,Ice Cream,7099,5,1727791
Rajasthan,Jodhpur,RAVI GARG,M,44,GEN,BNNP,Coconut,1205,1,1727791
Rajasthan,Jodhpur,VIGYAN MODI,M,65,GEN,AAAP,Broom,8461,91,1727791
Rajasthan,Jodhpur,JAYDA,F,54,GEN,IND,Hat,715,3,1727791
Rajasthan,Jodhpur,JETHARAM MEGHWAL,M,53,SC,IND,HOCKEY & BALL,818,13,1727791
Rajasthan,Jodhpur,DUNGAR MAL PUNIYA,M,69,GEN,IND,Bat,1034,7,1727791
Rajasthan,Jodhpur,MEHMOODA BEGAM ABBASI,F,57,GEN,IND,Frock,2627,4,1727791
Rajasthan,Jodhpur,RAM DAYAL,M,32,GEN,IND,Telephone,2321,0,1727791
Rajasthan,Jodhpur,RUGHA RAM CHOUDHARY ADVOCATE,M,48,GEN,IND,Batsman,4852,3,1727791
Rajasthan,Jodhpur,SOHAN LAL GOYAL,M,61,SC,IND,Television,3763,1,1727791
Rajasthan,Jodhpur,None of the Above,,,,NOTA,NOTA,15063,22,1727791
Rajasthan,Barmer,MALAM SINGH ,M,37,GEN,BSP,Elephant,12878,5,1680152
Rajasthan,Barmer,COL. SONA RAM,M,73,GEN,BJP,Lotus,487437,1310,1680152
Rajasthan,Barmer,HARISH CHAUDHARY,M,43,GEN,INC,Hand,220364,517,1680152
Rajasthan,Barmer,MANGILAL GAUR,M,64,GEN,AAAP,Broom,14898,8,1680152
Rajasthan,Barmer,MAHANT ARJUNPURI,M,50,GEN,IND,Bat,6379,1,1680152
Rajasthan,Barmer,KHET SINGH RAJPUROHIT,M,43,GEN,IND,Glass Tumbler,12365,1,1680152
Rajasthan,Barmer,JASWANT SINGH,M,77,GEN,IND,Battery Torch,400039,1247,1680152
Rajasthan,Barmer,POPATRAM,M,44,SC,IND,Auto- Rickshaw,7552,5,1680152
Rajasthan,Barmer,BABULAL,M,44,SC,IND,Sewing Machine,6726,11,1680152
Rajasthan,Barmer,MASTER BHAIRARAM MEGHWAL,M,31,SC,IND,Candles,13920,4,1680152
Rajasthan,Barmer,RAMA RAM,M,31,GEN,IND,Coconut,17562,1,1680152
Rajasthan,Barmer,None of the Above,,,,NOTA,NOTA,15884,5,1680152
Rajasthan,Jalore,ANJANA UDAI LAL,M,64,GEN,INC,Hand,199343,20,1824968
Rajasthan,Jalore,OTARAM,M,59,SC,BSP,Elephant,29998,0,1824968
Rajasthan,Jalore,DEVJI PATEL ,M,37,GEN,BJP,Lotus,580304,204,1824968
Rajasthan,Jalore,CHHAGANARAM / PRHALAD,M,57,SC,HJP,Cup & Saucer,15811,0,1824968
Rajasthan,Jalore,CHHAGANARAM / BHALARAM,M,51,SC,BMUP,Cot,3960,0,1824968
Rajasthan,Jalore,RAN SINGH RAJPUROHIT,M,42,GEN,JGP,Whistle,2731,0,1824968
Rajasthan,Jalore,SUKH DEV,M,50,SC,AAP,Almirah,2017,0,1824968
Rajasthan,Jalore,TARUN KUMAR,M,33,GEN,IND,Coconut,2596,0,1824968
Rajasthan,Jalore,NARINGA RAM YADAV,M,64,SC,IND,BUCKET,3199,1,1824968
Rajasthan,Jalore,NARAYAN LAL,M,28,GEN,IND,Air Conditioner,9875,0,1824968
Rajasthan,Jalore,S. BUTA SINGH,M,80,SC,IND,Bat,175228,116,1824968
Rajasthan,Jalore,BHANWAR LAL WAGHELA,M,33,SC,IND,Diesel Pump,4817,0,1824968
Rajasthan,Jalore,MANARA RAM,M,54,SC,IND,Kite,6146,0,1824968
Rajasthan,Jalore,MAHENDRA K. CHOUDHARY,M,41,GEN,IND,Television,13008,0,1824968
Rajasthan,Jalore,MOOLA RAM,M,71,GEN,IND,HOCKEY & BALL,10316,0,1824968
Rajasthan,Jalore,SHANKAR LAL DARJI,M,41,GEN,IND,Sewing Machine,16399,0,1824968
Rajasthan,Jalore,None of the Above,,,,NOTA,NOTA,11180,3,1824968
Rajasthan,Udaipur,ARJUNLAL MEENA ,M,49,ST,BJP,Lotus,657260,3113,1817940
Rajasthan,Udaipur,MEGHRAJ TAWAR,M,75,ST,CPI,Ears of Corn And Sickle,33720,23,1817940
Rajasthan,Udaipur,RAGHUVIR SINGH,M,55,ST,INC,Hand,422816,795,1817940
Rajasthan,Udaipur,LAXMAN BHIL,M,43,ST,BSP,Elephant,20682,8,1817940
Rajasthan,Udaipur,GOTAM LAL MEENA,M,38,ST,CPI(ML)(L),Flag with Three Stars,5437,5,1817940
Rajasthan,Udaipur,PRABHU LAL MEENA,M,32,ST,BMUP,Cot,4520,9,1817940
Rajasthan,Udaipur,LAXMILAL GAMETI,M,62,ST,SP(I),Battery Torch,6679,1,1817940
Rajasthan,Udaipur,DR. VELARAM MEENA,M,64,ST,AAAP,Broom,11390,59,1817940
Rajasthan,Udaipur,None of the Above,,,,NOTA,NOTA,26662,23,1817940
Rajasthan,Banswara,MANSHANKAR NINAMA ,M,58,ST,BJP,Lotus,575782,1651,1698244
Rajasthan,Banswara,RESHAM MALVIYA,F,49,ST,INC,Hand,485096,421,1698244
Rajasthan,Banswara,VIJAYPAL,M,70,ST,BSP,Elephant,27881,5,1698244
Rajasthan,Banswara,BHANJI BHAI,M,81,ST,JD(U),Arrow,21759,1,1698244
Rajasthan,Banswara,SOMA LAL KOTED,M,63,ST,BMUP,Cot,10476,65,1698244
Rajasthan,Banswara,HARISH RAWAT,M,39,ST,AAAP,Broom,13629,18,1698244
Rajasthan,Banswara,None of the Above,,,,NOTA,NOTA,34389,15,1698244
Rajasthan,Chittorgarh,GIRIJA VYAS,F,67,GEN,INC,Hand,385733,646,1819506
Rajasthan,Chittorgarh,CHANDRA PRAKASH JOSHI,M,38,GEN,BJP,Lotus,701190,2046,1819506
Rajasthan,Chittorgarh,RADHA DEVI,F,54,GEN,CPI,Ears of Corn And Sickle,21592,1,1819506
Rajasthan,Chittorgarh,SANJAY KUMAR,M,37,SC,BSP,Elephant,4466,1,1819506
Rajasthan,Chittorgarh,DR. NARENDRA KUMAR GUPTA,M,60,GEN,AAAP,Broom,5917,22,1819506
Rajasthan,Chittorgarh,PRABHU LAL GUJJAR,M,34,GEN,JMBP,Coconut,1216,0,1819506
Rajasthan,Chittorgarh,MANGI LAL SOLANKI,M,67,GEN,BMUP,Cot,1289,2,1819506
Rajasthan,Chittorgarh,VIJAYA RAY,F,45,GEN,RJVP,Gas Cylinder,1238,2,1819506
Rajasthan,Chittorgarh,SHANTI LAL TRIVEDI,M,77,GEN,CPI(ML)(L),Flag with Three Stars,1557,7,1819506
Rajasthan,Chittorgarh,GULAB CHAND SAHLOT,M,63,GEN,IND,Almirah,1688,4,1819506
Rajasthan,Chittorgarh,BABU MEGHWAL,M,46,SC,IND,Auto- Rickshaw,3063,6,1819506
Rajasthan,Chittorgarh,BHANWAR LAL,M,42,GEN,IND,Air Conditioner,3261,2,1819506
Rajasthan,Chittorgarh,MOHAMMAD IMTIYAZ,M,30,GEN,IND,Battery Torch,4971,0,1819506
Rajasthan,Chittorgarh,YASHWANT PURI,M,47,GEN,IND,Television,12675,0,1819506
Rajasthan,Chittorgarh,None of the Above,,,,NOTA,NOTA,20020,14,1819506
Rajasthan,Rajsamand,GOPAL SINGH SHEKHAWAT,M,63,GEN,INC,Hand,248331,758,1701194
Rajasthan,Rajsamand,NEERU RAM JAT,M,44,GEN,BSP,Elephant,14541,38,1701194
Rajasthan,Rajsamand,HARIOM SINGH RATHORE,M,56,GEN,BJP,Lotus,641020,3774,1701194
Rajasthan,Rajsamand,IDRISH MOHAMMAD,M,40,GEN,JGP,Whistle,10398,9,1701194
Rajasthan,Rajsamand,GULAM FARID,M,49,GEN,SP,Bicycle,2972,5,1701194
Rajasthan,Rajsamand,PRADEEP SINGH BHATNAGAR,M,58,GEN,AAAP,Broom,4840,57,1701194
Rajasthan,Rajsamand,LAXMAN,M,30,GEN,JMBP,Almirah,1392,0,1701194
Rajasthan,Rajsamand,KHIMARAM SALVI,M,43,SC,IND,Television,2555,4,1701194
Rajasthan,Rajsamand,BHANWAR LAL MALI,M,50,GEN,IND,Cauliflower,6410,8,1701194
Rajasthan,Rajsamand,SANJAY CHOUDHARY,M,45,GEN,IND,Bat,12336,143,1701194
Rajasthan,Rajsamand,SURYA BHAWANI SINGH CHAWARA,M,35,GEN,IND,Auto- Rickshaw,10159,1,1701194
Rajasthan,Rajsamand,HEERA KATHAT,M,54,GEN,IND,Cot,5183,3,1701194
Rajasthan,Rajsamand,None of the Above,,,,NOTA,NOTA,17154,28,1701194
Rajasthan,Bhilwara,ASHOK CHANDNA,M,29,GEN,INC,Hand,383403,650,1754901
Rajasthan,Bhilwara,GOVIND KUMAR BAIRWA,M,45,SC,BSP,Elephant,15076,12,1754901
Rajasthan,Bhilwara,SUBHASH BAHERIA,M,57,GEN,BJP,Lotus,629117,1200,1754901
Rajasthan,Bhilwara,CHANDRA PRAKASH GOCHER,M,42,GEN,BYS,Candles,10338,6,1754901
Rajasthan,Bhilwara,RADHY SHYAM VAISHNAV,M,42,GEN,BA S D,Glass Tumbler,5682,2,1754901
Rajasthan,Bhilwara,SUNIL AGIWAL,M,47,GEN,AAAP,Broom,5885,24,1754901
Rajasthan,Bhilwara,ASLAM SHEKH ADVOCATE,M,38,GEN,IND,Bat,1782,12,1754901
Rajasthan,Bhilwara,RATAN LAL DHOBI,M,46,SC,IND,Basket containing Fruits,7103,7,1754901
Rajasthan,Bhilwara,SHYAM LAL SALVI,M,29,SC,IND,Auto- Rickshaw,5367,7,1754901
Rajasthan,Bhilwara,SATYA PRAKASH SHARMA,M,41,GEN,IND,Cauliflower,11980,2,1754901
Rajasthan,Bhilwara,SURENDAR SINGH RANAWAT,M,55,GEN,IND,Cake,6734,3,1754901
Rajasthan,Bhilwara,None of the Above,,,,NOTA,NOTA,19694,4,1754901
Rajasthan,Kota,ASHOK KUMAR,M,34,ST,BSP,Elephant,10839,23,1744539
Rajasthan,Kota,IJYARAJ SINGH,M,49,GEN,INC,Hand,442492,1548,1744539
Rajasthan,Kota,OM BIRLA ,M,51,GEN,BJP,Lotus,641365,3457,1744539
Rajasthan,Kota,AJMAT ALI,M,38,GEN,BYS,Candles,7550,9,1744539
Rajasthan,Kota,ASHOK KUMAR JAIN,M,61,GEN,AAAP,Broom,16888,93,1744539
Rajasthan,Kota,MAHESH KUMAR RANIWAL,M,41,SC,AVIRP,Electric Pole,1008,2,1744539
Rajasthan,Kota,RAJESH KUMAR,M,47,SC,JMBP,Almirah,1168,0,1744539
Rajasthan,Kota,ASFAK ALI,M,53,GEN,IND,Carrot,1708,5,1744539
Rajasthan,Kota,TEJPAL,M,51,GEN,IND,Auto- Rickshaw,1809,16,1744539
Rajasthan,Kota,MAHENDRA KUMAR,M,46,GEN,IND,Air Conditioner,2293,14,1744539
Rajasthan,Kota,MOHAN LAL MAHAWAR,M,73,SC,IND,Cup & Saucer,4820,2,1744539
Rajasthan,Kota,SHYAM SUNDER SHARMA,M,57,GEN,IND,Diesel Pump,5083,8,1744539
Rajasthan,Kota,None of the Above,,,,NOTA,NOTA,12746,14,1744539
Rajasthan,JHALAWAR-BARAN,CHANDRA SINGH,M,48,GEN,BSP,Elephant,23587,0,1669844
Rajasthan,JHALAWAR-BARAN,DUSHYANT SINGH,M,43,GEN,BJP,Lotus,676022,80,1669844
Rajasthan,JHALAWAR-BARAN,PRAMOD BHAYA,M,49,GEN,INC,Hand,394514,42,1669844
Rajasthan,JHALAWAR-BARAN,JAVED KHAN,M,26,GEN,BYS,Candles,13617,0,1669844
Rajasthan,JHALAWAR-BARAN,BALDAR,M,44,GEN,IND,Balloon,7836,0,1669844
Rajasthan,JHALAWAR-BARAN,SULEMAN PUTA,M,46,GEN,IND,Auto- Rickshaw,11602,0,1669844
Rajasthan,JHALAWAR-BARAN,None of the Above,,,,NOTA,NOTA,19064,0,1669844
Sikkim,Sikkim,AKAR DHOJ LIMBU,M,49,ST,INC,Hand,6967,222,370770
Sikkim,Sikkim,NAR BAHADUR KHATIWADA,M,66,GEN,BJP,Lotus,7188,91,370770
Sikkim,Sikkim,PREM DAS RAI,M,59,GEN,SDF,Umbrella,159704,3994,370770
Sikkim,Sikkim,KAUSHAL RAI,M,30,GEN,AAAP,Broom,2470,71,370770
Sikkim,Sikkim,NAKUL DAS RAI,M,54,GEN,AITC,Flowers and Grass,1908,64,370770
Sikkim,Sikkim,TEK NATH DHAKAL,M,61,GEN,SKM,Table Lamp,117071,4885,370770
Sikkim,Sikkim,None of the Above,,,,NOTA,NOTA,4259,73,370770
Tamil Nadu,Thiruvallur ,KANNAN A.S,M,72,SC,CPI,Ears of Corn And Sickle,13787,7,1702833
Tamil Nadu,Thiruvallur ,SATHYAMURTHY.C,M,34,SC,BSP,Elephant,11137,0,1702833
Tamil Nadu,Thiruvallur ,YUVARAJ.V,M,49,SC,DMDK,Nagara,204691,43,1702833
Tamil Nadu,Thiruvallur ,VENUGOPAL.P.(DR),M,61,SC,ADMK,Two Leaves,628370,129,1702833
Tamil Nadu,Thiruvallur ,JAYAKUMAR.M,M,34,SC,INC,Hand,43953,7,1702833
Tamil Nadu,Thiruvallur ,SRINIVASAN.D,M,48,SC,SP,Bicycle,2642,0,1702833
Tamil Nadu,Thiruvallur ,BALAMURUGAN.B,M,38,SC,AAAP,Broom,8259,1,1702833
Tamil Nadu,Thiruvallur ,RAVIKUMAR.D,M,53,SC,VCK,Ring,304938,131,1702833
Tamil Nadu,Thiruvallur ,CHANDRASEKARAN.M,M,65,SC,IND,HOCKEY & BALL,1597,0,1702833
Tamil Nadu,Thiruvallur ,SURESH KUMAR.S,M,34,SC,IND,Funnel,1062,0,1702833
Tamil Nadu,Thiruvallur ,DOSS.R,M,45,SC,IND,Window,1596,0,1702833
Tamil Nadu,Thiruvallur ,RAVIKUMAR.M,M,35,SC,IND,Gas Cylinder,2965,1,1702833
Tamil Nadu,Thiruvallur ,VETRISELVAM.K,M,29,SC,IND,Helmet,2441,0,1702833
Tamil Nadu,Thiruvallur ,VENUGOPAL.P,M,66,SC,IND,Electric Pole,3084,1,1702833
Tamil Nadu,Thiruvallur ,None of the Above,,,,NOTA,NOTA,23590,8,1702833
Tamil Nadu,Chennai North,GIRIRAJAN .R,M,52,GEN,DMK,Rising Sun,306687,313,1422392
Tamil Nadu,Chennai North,SOUNDARAPANDIAN .M,M,51,GEN,DMDK,Nagara,86952,37,1422392
Tamil Nadu,Chennai North,BIJU CHACKO,M,44,GEN,INC,Hand,24169,21,1422392
Tamil Nadu,Chennai North,VASUKI .U,F,58,GEN,CPM,"Hammer, Sickle and Star",23725,26,1422392
Tamil Nadu,Chennai North,VENKATESH BABU .T.G,M,53,GEN,ADMK,Two Leaves,406552,152,1422392
Tamil Nadu,Chennai North,JANARTHANAN .J,M,50,SC,BSP,Elephant,4959,1,1422392
Tamil Nadu,Chennai North,SIVAKUMAR . V,M,50,SC,SUCI,Glass Tumbler,502,0,1422392
Tamil Nadu,Chennai North,NIJAM MOHAIDEEN .M,M,37,GEN,SDPI,Auto- Rickshaw,14585,0,1422392
Tamil Nadu,Chennai North,BABU MAILAN .A,M,42,GEN,LSP,Whistle,569,0,1422392
Tamil Nadu,Chennai North,PAULRAJ .T,M,33,GEN,MMKA,BUCKET,387,0,1422392
Tamil Nadu,Chennai North,RAMESH KANNAN .G,M,41,SC,RPI,Sewing Machine,257,0,1422392
Tamil Nadu,Chennai North,VIJAYA KUMAR .K,M,44,GEN,TNMC,Pen Nib with Seven Rays,1145,0,1422392
Tamil Nadu,Chennai North,SRINIVASON .S,M,48,GEN,AAAP,Broom,6805,14,1422392
Tamil Nadu,Chennai North,ANBAZHAGAN .G,M,49,GEN,IND,Frying Pan,208,0,1422392
Tamil Nadu,Chennai North,GIRIRAJ. D,M,47,GEN,IND,Gas Stove,414,0,1422392
Tamil Nadu,Chennai North,KESAVAN. L,M,48,GEN,IND,Letter Box,1198,0,1422392
Tamil Nadu,Chennai North,KOLANGI. M,M,43,SC,IND,Table Lamp,1494,0,1422392
Tamil Nadu,Chennai North,CHARAVANAN. M.P.,M,53,GEN,IND,Bat,475,0,1422392
Tamil Nadu,Chennai North,SIVASHANMUGA PERUMAL. S,M,62,GEN,IND,Shuttle,712,0,1422392
Tamil Nadu,Chennai North,SEETHA MALLAR. A,F,40,SC,IND,Slate,469,0,1422392
Tamil Nadu,Chennai North,SRINIVASAN. J,M,36,GEN,IND,Dish Antenna,964,0,1422392
Tamil Nadu,Chennai North,SUNDAR. G,M,35,SC,IND,Cup & Saucer,870,0,1422392
Tamil Nadu,Chennai North,SENTHIL KUMAR. K,M,59,GEN,IND,Electric Pole,472,0,1422392
Tamil Nadu,Chennai North,DEEPAK. C,M,34,GEN,IND,Ring,475,0,1422392
Tamil Nadu,Chennai North,DURAI BABU. R,M,37,GEN,IND,Cot,297,0,1422392
Tamil Nadu,Chennai North,DEVARAJ. G,M,32,SC,IND,Candles,386,0,1422392
Tamil Nadu,Chennai North,PAUL KANAGARAJ. R.C,M,49,GEN,IND,Kite,1588,1,1422392
Tamil Nadu,Chennai North,BALAJI. E,M,40,SC,IND,Violin,311,0,1422392
Tamil Nadu,Chennai North,PRABHAKARAN. K,M,31,SC,IND,Television,457,0,1422392
Tamil Nadu,Chennai North,PONRAJ. P,M,43,GEN,IND,Grapes,208,0,1422392
Tamil Nadu,Chennai North,MAHENDRAN. K.P.P.,M,47,GEN,IND,Camera,343,0,1422392
Tamil Nadu,Chennai North,MARIMUTHU. P,M,57,GEN,IND,Gas Cylinder,777,0,1422392
Tamil Nadu,Chennai North,MARIRAJ. T.R,M,45,GEN,IND,Balloon,559,0,1422392
Tamil Nadu,Chennai North,MOHAMED MAJASUDDIN,M,34,GEN,IND,Tent,301,1,1422392
Tamil Nadu,Chennai North,YOGARAJ. S,M,27,GEN,IND,Pot,206,0,1422392
Tamil Nadu,Chennai North,RAVIKUMAR. T,M,43,SC,IND,Batsman,211,0,1422392
Tamil Nadu,Chennai North,RAVI PARIYANAR. D,M,37,SC,IND,Coconut,600,0,1422392
Tamil Nadu,Chennai North,RAMASAMY. M.D.,M,55,GEN,IND,Battery Torch,234,0,1422392
Tamil Nadu,Chennai North,RAJ. N,M,42,SC,IND,Hat,216,0,1422392
Tamil Nadu,Chennai North,RAJA. B,M,29,GEN,IND,Ceiling Fan,337,0,1422392
Tamil Nadu,Chennai North,None of the Above,,,,NOTA,NOTA,17463,9,1422392
Tamil Nadu,Chennai South,GANESAN  S,M,57,GEN,SUCI,Glass Tumbler,1706,2,1795776
Tamil Nadu,Chennai South,K.R.RAMASWAMY@TRAFFIC RAMASWAMY,M,80,GEN,IND,Bread,1638,9,1795776
Tamil Nadu,Chennai South,(KUPPAL)G.DEVADOSS,M,61,GEN,IND,Coconut,511,0,1795776
Tamil Nadu,Chennai South,A. JAIGANESH,M,29,GEN,LSP,Whistle,518,0,1795776
Tamil Nadu,Chennai South,LA.GANESAN,M,69,GEN,BJP,Lotus,257970,292,1795776
Tamil Nadu,Chennai South,S. BALU,M,49,GEN,IND,Stool,259,0,1795776
Tamil Nadu,Chennai South,COLONEL KADAR BASHA,M,70,GEN,IND,Ceiling Fan,426,1,1795776
Tamil Nadu,Chennai South,DR. J. JAYAVARDHAN,M,26,GEN,ADMK,Two Leaves,434229,311,1795776
Tamil Nadu,Chennai South,T. DHANASEKAR,M,62,GEN,NOC,Candles,325,3,1795776
Tamil Nadu,Chennai South,RAJINI NIVETHA,F,43,GEN,IND,CALCULATOR,140,0,1795776
Tamil Nadu,Chennai South,R. RAVICHANDRAN,M,48,SC,IND,Kite,213,2,1795776
Tamil Nadu,Chennai South,V. BALAJI,M,33,SC,BSP,Elephant,1527,2,1795776
Tamil Nadu,Chennai South,S.S.RADHAKRISHNAN,M,65,GEN,IND,Carrot,373,0,1795776
Tamil Nadu,Chennai South,THANGARAJ,M,26,SC,IND,HOCKEY & BALL,187,1,1795776
Tamil Nadu,Chennai South,S. DEVADOSS,M,49,GEN,IND,Battery Torch,233,0,1795776
Tamil Nadu,Chennai South,S. SEETHALAKSHMI,F,45,GEN,TNMC,Pen Nib with Seven Rays,1289,0,1795776
Tamil Nadu,Chennai South,JAHIR HUSSAIN. M,M,47,GEN,AAAP,Broom,17172,36,1795776
Tamil Nadu,Chennai South,S. PARTHIBAN,M,48,GEN,IND,Dao,174,0,1795776
Tamil Nadu,Chennai South,LOGANATHAN,M,46,GEN,IND,Table,117,0,1795776
Tamil Nadu,Chennai South,A. IRUDAYADASS,M,53,GEN,IND,Balloon,975,1,1795776
Tamil Nadu,Chennai South,T.K.S.ELANGOVAN,M,59,GEN,DMK,Rising Sun,298427,538,1795776
Tamil Nadu,Chennai South,J.S. MAHALINGAM,M,53,GEN,IND,Hat,267,0,1795776
Tamil Nadu,Chennai South,M. ARUMUGAM,M,55,GEN,IND,Iron,219,2,1795776
Tamil Nadu,Chennai South,K. MANI,M,61,GEN,JD(U),Arrow,273,1,1795776
Tamil Nadu,Chennai South,KANTHAVEL  D,M,37,SC,IND,Shuttle,865,0,1795776
Tamil Nadu,Chennai South,S. BALAMURALI,M,31,GEN,IND,Cup & Saucer,416,0,1795776
Tamil Nadu,Chennai South,S. RAJESHWARI,F,29,SC,IND,Chappals,157,0,1795776
Tamil Nadu,Chennai South,S. VEERAMANI,M,63,GEN,IND,Black Board,105,0,1795776
Tamil Nadu,Chennai South,S.V. RAMANI,M,57,GEN,INC,Hand,24239,37,1795776
Tamil Nadu,Chennai South,B. KUMAR SRI SRI,M,37,GEN,IND,Brief Case,232,0,1795776
Tamil Nadu,Chennai South,BHAVANI JANAKIRAM,F,57,GEN,IND,Trumpet,244,0,1795776
Tamil Nadu,Chennai South,S. PRAGASAM,M,40,SC,IND,BELT,636,0,1795776
Tamil Nadu,Chennai South,T. PONNUSAMY,M,48,GEN,IND,CUTTING PLIERS,533,0,1795776
Tamil Nadu,Chennai South,A. MAGESH,M,31,GEN,IND,Funnel,121,0,1795776
Tamil Nadu,Chennai South,PON. SIVA KUMAR,M,39,SC,IND,Sewing Machine,271,0,1795776
Tamil Nadu,Chennai South,S. CHARUMATHI,F,39,SC,IND,Cake,256,1,1795776
Tamil Nadu,Chennai South,S. SESU RAJ,M,44,GEN,IND,Batsman,203,0,1795776
Tamil Nadu,Chennai South,K. SHANKAR,M,61,GEN,IND,Brush,498,0,1795776
Tamil Nadu,Chennai South,JOSEPH GUNASEKAR,M,41,GEN,IND,Electric Pole,253,0,1795776
Tamil Nadu,Chennai South,R. KANDASAMY@BABU,M,47,GEN,APM,Ring,371,1,1795776
Tamil Nadu,Chennai South,M. JAYARAMAN,M,41,GEN,IND,Gas Cylinder,191,1,1795776
Tamil Nadu,Chennai South,T.K. RAMAJAYAM,M,74,GEN,IND,Slate,1180,0,1795776
Tamil Nadu,Chennai South,None of the Above,,,,NOTA,NOTA,20200,29,1795776
Tamil Nadu,Chennai central,S.D. KRISHNAKUMAR,M,39,GEN,RPI(A),Sewing Machine,1527,1,1328038
Tamil Nadu,Chennai central,S.R. VIJAYAKUMAR,M,40,GEN,ADMK,Two Leaves,333103,193,1328038
Tamil Nadu,Chennai central,J. PRABHAKAR,M,58,GEN,AAAP,Broom,19515,38,1328038
Tamil Nadu,Chennai central,B. AMBETH VENKATESH,M,52,SC,IND,Candles,387,3,1328038
Tamil Nadu,Chennai central,J. CONSTANDINE RAVINDRAN,M,46,GEN,DMDK,Nagara,114759,39,1328038
