State_Name,PC NAME,CANDIDATES_NAME,SEX,AGE,CATEGORY,PARTY_NAME,PARTY_SYMBOL,GENERAL,POSTAL ,Total_Electors
Andhra Pradesh,Adilabad ,GODAM NAGESH,M,49,ST,TRS,Car,425762,5085,1386282
Andhra Pradesh,Adilabad ,NARESH,M,37,ST,INC,Hand,257994,1563,1386282
Andhra Pradesh,Adilabad ,RAMESH RATHOD,M,48,ST,TDP,Bicycle,182879,1319,1386282
Andhra Pradesh,Adilabad ,RATHOD SADASHIV,M,55,ST,BSP,Elephant,94363,57,1386282
Andhra Pradesh,Adilabad ,NETHAWATH RAMDAS,M,44,ST,IND,Auto- Rickshaw,41028,4,1386282
Andhra Pradesh,Adilabad ,PAWAR KRISHNA,M,33,ST,IND,Bat,5051,4,1386282
Andhra Pradesh,Adilabad ,BANKA SAHADEV,M,53,ST,IND,Gas Cylinder,4780,7,1386282
Andhra Pradesh,Adilabad ,MOSALI CHINNAIAH,M,40,ST,IND,Almirah,8842,17,1386282
Andhra Pradesh,Adilabad ,None of the Above,,,,NOTA,NOTA,17021,63,1386282
Andhra Pradesh,Peddapalle ,DR.JANAPATI SARAT BABU,M,42,SC,TDP,Bicycle,63174,160,1425355
Andhra Pradesh,Peddapalle ,TAGARAM SHANKAR LAL,M,37,SC,BSP,Elephant,9430,19,1425355
Andhra Pradesh,Peddapalle ,BALKA SUMAN,M,31,SC,TRS,Car,563214,2282,1425355
Andhra Pradesh,Peddapalle ,G. VIVEKANAND,M,56,SC,INC,Hand,273441,897,1425355
Andhra Pradesh,Peddapalle ,KALVALA SHANKAR,M,44,SC,PPOI,Television,9288,2,1425355
Andhra Pradesh,Peddapalle ,KALVALA SANJEEV,M,37,SC,RPI,Sewing Machine,8609,0,1425355
Andhra Pradesh,Peddapalle ,BOTHA VENKATA MALLAIAH,M,58,SC,BCUF,Chappals,2245,0,1425355
Andhra Pradesh,Peddapalle ,J.V. RAJU,M,50,SC,NIP,Cup & Saucer,3020,0,1425355
Andhra Pradesh,Peddapalle ,VENKATA SWAMY INJAM,M,42,SC,MaSP,Ring,3861,5,1425355
Andhra Pradesh,Peddapalle ,VELTHURU MALLAIAH,M,57,SC,RP(K),Auto- Rickshaw,45976,1,1425355
Andhra Pradesh,Peddapalle ,KAMILLA JAYA RAO,M,43,SC,IND,Scissors,2741,1,1425355
Andhra Pradesh,Peddapalle ,GADDALA VINAY KUMAR,M,65,SC,IND,Ceiling Fan,3263,3,1425355
Andhra Pradesh,Peddapalle ,GORRE RAMESH,M,43,SC,IND,Gas Cylinder,2359,2,1425355
Andhra Pradesh,Peddapalle ,JINNA RAMADEVI,F,37,SC,IND,Battery Torch,9199,0,1425355
Andhra Pradesh,Peddapalle ,THALLAPALLI SRINIVAS,M,35,SC,IND,Candles,3698,1,1425355
Andhra Pradesh,Peddapalle ,BUPELLI NARAYANA,M,30,SC,IND,Bat,7255,3,1425355
Andhra Pradesh,Peddapalle ,MOUTAM RAVINDER,M,33,SC,IND,Almirah,2671,3,1425355
Andhra Pradesh,Peddapalle ,None of the Above,,,,NOTA,NOTA,5344,17,1425355
Andhra Pradesh,Karimnagar ,CHENNAMANENI VIDYA SAGAR RAO,M,73,GEN,BJP,Lotus,213836,992,1550810
Andhra Pradesh,Karimnagar ,PONNAM PRABHAKAR,M,47,GEN,INC,Hand,298386,2320,1550810
Andhra Pradesh,Karimnagar ,BURLA. RAVI,M,42,GEN,NCP,Clock,4768,1,1550810
Andhra Pradesh,Karimnagar ,B. LAXMAN,M,53,SC,BSP,Elephant,11289,39,1550810
Andhra Pradesh,Karimnagar ,VINOD KUMAR BOINAPALLY,M,54,GEN,TRS,Car,503197,2161,1550810
Andhra Pradesh,Karimnagar ,DR.DHARMAIAH VENDAVETLA,M,61,SC,BMUP,Cot,3771,1,1550810
Andhra Pradesh,Karimnagar ,L. PRABHAKAR REDDY,M,48,GEN,PPOI,Television,3942,1,1550810
Andhra Pradesh,Karimnagar ,MEESALA RAJI REDDY,M,44,GEN,YSRCP,Ceiling Fan,3071,4,1550810
Andhra Pradesh,Karimnagar ,RANAVENI LAKSHMAN,M,41,GEN,NIP,Cup & Saucer,2061,1,1550810
Andhra Pradesh,Karimnagar ,REDDI MALLA SRINIVAS,M,46,SC,RPI(A),Sewing Machine,8033,1,1550810
Andhra Pradesh,Karimnagar ,SHAIK MAHMOOD,M,58,GEN,WPOI,Auto- Rickshaw,39300,8,1550810
Andhra Pradesh,Karimnagar ,UPPULETI.LAXMAN,M,49,SC,IND,Bat,2445,0,1550810
Andhra Pradesh,Karimnagar ,KANDEM PRABHAKAR,M,45,GEN,IND,Gas Stove,4727,1,1550810
Andhra Pradesh,Karimnagar ,PULIKOTA RAMESH,M,34,SC,IND,Battery Torch,1772,1,1550810
Andhra Pradesh,Karimnagar ,MALLESH YADAV BARLA,M,26,GEN,IND,Coconut,2757,0,1550810
Andhra Pradesh,Karimnagar ,MOHAMMED AMJAD MOHIUDDIN,M,45,GEN,IND,Kite,6713,0,1550810
Andhra Pradesh,Karimnagar ,SRINIVAS REDDY LINGAMPALLY,M,41,GEN,IND,Carrom Board,3851,0,1550810
Andhra Pradesh,Karimnagar ,None of the Above,,,,NOTA,NOTA,5722,12,1550810
Andhra Pradesh,Nizamabad,ENDALA LAKSHMINARAYANA,M,51,GEN,BJP,Lotus,222876,2457,1496193
Andhra Pradesh,Nizamabad,KALVAKUNTLA KAVITHA,F,36,GEN,TRS,Car,435706,3601,1496193
Andhra Pradesh,Nizamabad,TALARI RAMULU,M,46,SC,BSP,Elephant,7398,23,1496193
Andhra Pradesh,Nizamabad,MADHU YASKHI GOUD,M,56,GEN,INC,Hand,270948,1175,1496193
Andhra Pradesh,Nizamabad,ABDUL GANI,M,39,GEN,BCUF,Chappals,4791,0,1496193
Andhra Pradesh,Nizamabad,BANJA VEERAPPA,M,53,GEN,PPOI,Television,3649,2,1496193
Andhra Pradesh,Nizamabad,MALIK MOHTASIM KHAN,M,47,GEN,WPOI,Auto- Rickshaw,43738,76,1496193
Andhra Pradesh,Nizamabad,RAPELLY SRINIVAS,M,39,GEN,AAAP,Broom,2613,8,1496193
Andhra Pradesh,Nizamabad,SAGAR SUDDALA,M,32,SC,BMUP,Cot,1952,26,1496193
Andhra Pradesh,Nizamabad,SINGAREDDY RAVINDRA REDDY,M,46,GEN,YSRCP,Ceiling Fan,3508,21,1496193
Andhra Pradesh,Nizamabad,ABDUL KAREEM KHAN (BABU),M,44,GEN,IND,Bat,1599,2,1496193
Andhra Pradesh,Nizamabad,KANDEM PRABHAKAR,M,45,GEN,IND,Gas Stove,3988,2,1496193
Andhra Pradesh,Nizamabad,KOTAPATI NARSIMHAM NAIDU,M,56,GEN,IND,Gas Cylinder,2458,4,1496193
Andhra Pradesh,Nizamabad,S. CHANDRAIAH,M,66,GEN,IND,Cup & Saucer,2817,0,1496193
Andhra Pradesh,Nizamabad,CHIRULINGADRULA VENKATESHAM,M,40,GEN,IND,Coconut,3091,0,1496193
Andhra Pradesh,Nizamabad,BAGWAN B,M,49,ST,IND,Almirah,8129,0,1496193
Andhra Pradesh,Nizamabad,None of the Above,,,,NOTA,NOTA,7244,22,1496193
Andhra Pradesh,Zahirabad,B.B. PATIL,M,58,GEN,TRS,Car,505983,2678,1445354
Andhra Pradesh,Zahirabad,K.MADAN MOHAN RAO,M,44,GEN,TDP,Bicycle,156807,690,1445354
Andhra Pradesh,Zahirabad,SYED FEROZUDDIN,M,46,GEN,BSP,Elephant,8165,15,1445354
Andhra Pradesh,Zahirabad,SURESH KUMAR SHETKAR,M,53,GEN,INC,Hand,362939,1091,1445354
Andhra Pradesh,Zahirabad,MARRI DURGESH,M,30,SC,RPI(A),Sewing Machine,18027,0,1445354
Andhra Pradesh,Zahirabad,MAHMOOD MOHIUDDIN,M,44,GEN,YSRCP,Ceiling Fan,12369,14,1445354
Andhra Pradesh,Zahirabad,DR. SUNEEL KUMAR CHOWDHARY,M,53,GEN,AAAP,Broom,3270,15,1445354
Andhra Pradesh,Zahirabad,TANDALE AMBAJI RAO,M,45,GEN,IND,Slate,2321,2,1445354
Andhra Pradesh,Zahirabad,BENJAMIN RAJU,M,43,GEN,IND,Grapes,4802,2,1445354
Andhra Pradesh,Zahirabad,RAMA RAO,M,45,GEN,IND,Balloon,4426,0,1445354
Andhra Pradesh,Zahirabad,None of the Above,,,,NOTA,NOTA,11157,33,1445354
Andhra Pradesh,Medak,KALVAKUNTLA CHANDRASEKHAR RAO,M,60,GEN,TRS,Car,655484,2008,1536166
Andhra Pradesh,Medak,CHAGANLA NARENDRA NATH,M,49,GEN,BJP,Lotus,181177,627,1536166
Andhra Pradesh,Medak,Y. SHANKAR GOUD,M,50,GEN,BSP,Elephant,6633,10,1536166
Andhra Pradesh,Medak,DR.P. SHRAVAN KUMAR REDDY,M,39,GEN,INC,Hand,260202,261,1536166
Andhra Pradesh,Medak,IQBAL ALI ZAFAR,M,59,GEN,MBT,Balloon,5010,0,1536166
Andhra Pradesh,Medak,KOMPELLI PRABHUDAS,M,48,SC,RPI(A),Sewing Machine,7599,0,1536166
Andhra Pradesh,Medak,"PRABHUGOUD, PULLAIAHGARI",M,45,GEN,YSRCP,Ceiling Fan,11744,8,1536166
Andhra Pradesh,Medak,BOMMA BALESHAM,M,62,GEN,PPOI,Television,3296,1,1536166
Andhra Pradesh,Medak,KUNDETI. RAVI.,M,40,GEN,IND,Camera,33507,0,1536166
Andhra Pradesh,Medak,GAJABINKAR BANSILAL,M,49,GEN,IND,Basket containing Fruits,3281,0,1536166
Andhra Pradesh,Medak,GURJADA BHEERAIAH YADAV,M,47,GEN,IND,Coconut,2050,3,1536166
Andhra Pradesh,Medak,BALARAJU MITTAPALLY,M,43,GEN,IND,Carrom Board,2973,0,1536166
Andhra Pradesh,Medak,MEKA. SUBBA RAO,M,37,SC,IND,Cup & Saucer,4441,0,1536166
Andhra Pradesh,Medak,None of the Above,,,,NOTA,NOTA,10687,9,1536166
Andhra Pradesh,Malkajgiri,KARUNAKAR.R,M,48,GEN,BSP,Elephant,6111,22,3183083
Andhra Pradesh,Malkajgiri,CH.MALLA REDDY,M,56,GEN,TDP,Bicycle,522423,933,3183083
Andhra Pradesh,Malkajgiri,SARVEY SATHYANARAYANA,M,60,GEN,INC,Hand,232989,541,3183083
Andhra Pradesh,Malkajgiri,HANUMANTH RAO MYNAMPALLY,M,47,GEN,TRS,Car,493433,1757,3183083
Andhra Pradesh,Malkajgiri,DR.JAYAPRAKASH  NARAYAN .N,M,58,GEN,LSP,Whistle,157530,718,3183083
Andhra Pradesh,Malkajgiri,JAJULA BHASKAR,M,39,GEN,SHP,Auto- Rickshaw,7951,2,3183083
Andhra Pradesh,Malkajgiri,V.DINESH REDDY,M,60,GEN,YSRCP,Ceiling Fan,114941,280,3183083
Andhra Pradesh,Malkajgiri,DIVAKAR DHARANIKOTA SUDHAKAR,M,28,GEN,AIMIM,Almirah,18535,9,3183083
Andhra Pradesh,Malkajgiri,PADURI SRINIVAS REDDY,M,39,GEN,TLP,Gas Cylinder,793,9,3183083
Andhra Pradesh,Malkajgiri,BANDI SUDHAKAR,M,39,GEN,JaSPa,Chappals,4088,7,3183083
Andhra Pradesh,Malkajgiri,MURARI.T.N,M,60,GEN,SHS,Bow & Arrow,1388,2,3183083
Andhra Pradesh,Malkajgiri,SATHYANARAYANA YAADAV PEDDIBOYINA,M,40,GEN,BCBDP,Candles,593,3,3183083
Andhra Pradesh,Malkajgiri,SUTHARAPU PADMAIAH,M,60,GEN,APRSSP,Batsman,527,2,3183083
Andhra Pradesh,Malkajgiri,DR.N.V.SUDHA KIRAN,M,48,GEN,AAAP,Broom,8264,37,3183083
Andhra Pradesh,Malkajgiri,SURAKANTI VENKAT REDDY,M,50,GEN,PPOI,Television,2048,1,3183083
Andhra Pradesh,Malkajgiri,ANJANEYULU.E,M,28,GEN,IND,Bat,2675,2,3183083
Andhra Pradesh,Malkajgiri,KANTE SAYANNA,M,35,GEN,IND,Stethoscope,2260,1,3183083
Andhra Pradesh,Malkajgiri,KOYALKAR BHOJ RAJ,M,56,GEN,IND,Basket containing Fruits,1547,0,3183083
Andhra Pradesh,Malkajgiri,GAJABINKAR BANSILAL,M,47,GEN,IND,Air Conditioner,1416,0,3183083
Andhra Pradesh,Malkajgiri,DASARI BHARATH REDDY,M,28,GEN,IND,Cup & Saucer,1693,0,3183083
Andhra Pradesh,Malkajgiri,PROF. K.NAGESHWAR,M,50,GEN,IND,Telephone,13037,202,3183083
Andhra Pradesh,Malkajgiri,M.NAGESWARA RAO,M,60,GEN,IND,Letter Box,1264,37,3183083
Andhra Pradesh,Malkajgiri,PEESARI SATISH REDDY,M,32,GEN,IND,Harmonium,1325,0,3183083
Andhra Pradesh,Malkajgiri,POTTURI TULASI DAS,M,62,GEN,IND,Walking Stick,411,0,3183083
Andhra Pradesh,Malkajgiri,POLISETTY KRISHNA RAO,M,28,GEN,IND,Bottle,495,1,3183083
Andhra Pradesh,Malkajgiri,D.BIKSHAPATHI,M,40,GEN,IND,Camera,5715,2,3183083
Andhra Pradesh,Malkajgiri,RAHUL PANDIT,M,48,GEN,IND,Battery Torch,897,2,3183083
Andhra Pradesh,Malkajgiri,VATTIKUTI RAMARAO GOUD,M,28,GEN,IND,Pen Nib with Seven Rays,1031,1,3183083
Andhra Pradesh,Malkajgiri,M.T.VARUGHESE,M,50,GEN,IND,Gas Stove,1025,1,3183083
Andhra Pradesh,Malkajgiri,B.VEERA HANUMANTHA REDDY,M,48,GEN,IND,Slate,775,0,3183083
Andhra Pradesh,Malkajgiri,None of the Above,,,,NOTA,NOTA,8666,26,3183083
Andhra Pradesh,Secundrabad,M.ANJAN KUMAR YADAV,M,53,GEN,INC,Hand,183427,109,1893741
Andhra Pradesh,Secundrabad,KHAJA KHALID ANWAR,M,47,GEN,BSP,Elephant,2856,7,1893741
Andhra Pradesh,Secundrabad,BANDARU DATTATREYA,M,66,GEN,BJP,Lotus,437860,411,1893741
Andhra Pradesh,Secundrabad,T.BHEEMSEN,M,65,GEN,TRS,Car,143696,151,1893741
Andhra Pradesh,Secundrabad,ABDUS SATTAR MUJAHED,M,48,GEN,ABML(S),Balloon,807,2,1893741
Andhra Pradesh,Secundrabad,DR.N.S.UDAY KUMAR,M,53,GEN,pjdl,Television,927,1,1893741
Andhra Pradesh,Secundrabad,KARANKOTE NARENDER,M,52,GEN,AIFB,Lion,474,0,1893741
Andhra Pradesh,Secundrabad,KUMAR CHOWDARY YADAV.G,M,55,GEN,sps,Bat,547,0,1893741
Andhra Pradesh,Secundrabad,KHAJA SIRAJUDDIN AZAZ,M,49,GEN,mmsp,Iron,957,2,1893741
Andhra Pradesh,Secundrabad,CHAYA RATAN MUSINIPALLY,F,61,SC,AAAP,Broom,11162,22,1893741
Andhra Pradesh,Secundrabad,B.DEEPAK KUMAR,M,39,SC,RPI(KH),Candles,1813,0,1893741
Andhra Pradesh,Secundrabad,NARLA MOHAN RAO,M,47,GEN,AIMIM,Kite,145095,25,1893741
Andhra Pradesh,Secundrabad,DR.MALATHI LATHA EPPA,F,29,GEN,JAP,Almirah,871,2,1893741
Andhra Pradesh,Secundrabad,CH. MURAHARI,M,55,GEN,SUCI,Glass Tumbler,552,2,1893741
Andhra Pradesh,Secundrabad,MOHD IMTIAZ HUSSAIN,M,35,GEN,IUML,Ladder,784,2,1893741
Andhra Pradesh,Secundrabad,RAGHU DESHABOINA,M,45,GEN,BMUP,Cot,1494,2,1893741
Andhra Pradesh,Secundrabad,J.RAMULU,M,39,GEN,RSP,Spade & Stoker,2057,1,1893741
Andhra Pradesh,Secundrabad,SHAKTHI SATYAVATHI,F,49,ST,PPOI,Battery Torch,638,0,1893741
Andhra Pradesh,Secundrabad,K. SRINIVASULU,M,42,GEN,JaSPa,Chappals,3688,3,1893741
Andhra Pradesh,Secundrabad,SYED SAJID ALI,M,44,GEN,YSRCP,Ceiling Fan,45161,26,1893741
Andhra Pradesh,Secundrabad,K.SAI KRISHNA MOHAN RAO,M,53,GEN,ICSP,Trumpet,2599,4,1893741
Andhra Pradesh,Secundrabad,SONU SARSAL VALMIKI,M,29,SC,TECPI,Auto- Rickshaw,2310,1,1893741
Andhra Pradesh,Secundrabad,ANANTH RAO GUNDEPALLY,M,43,GEN,IND,Pen Nib with Seven Rays,779,0,1893741
Andhra Pradesh,Secundrabad,AVULA RANGANAYAKULU,M,60,GEN,IND,Telephone,1143,1,1893741
Andhra Pradesh,Secundrabad,MICHAEL DANIEL OVELZ,M,41,GEN,IND,Pot,291,0,1893741
Andhra Pradesh,Secundrabad,MOHD ABUBAKAR PARWAIZ SIDDIQUI,M,38,GEN,IND,Gas Cylinder,322,0,1893741
Andhra Pradesh,Secundrabad,MOHAMMED RIZWAN HUSSAIN,M,32,GEN,IND,Coconut,370,0,1893741
Andhra Pradesh,Secundrabad,S. LAKSHMAN RAO,M,50,GEN,IND,Envelope,885,1,1893741
Andhra Pradesh,Secundrabad,SYED MADANI QUADRI,M,53,GEN,IND,Bread,376,0,1893741
Andhra Pradesh,Secundrabad,B.SUBRAMANYAM,M,60,GEN,IND,Camera,2480,1,1893741
Andhra Pradesh,Secundrabad,None of the Above,,,,NOTA,NOTA,6567,5,1893741
Andhra Pradesh,Hyderabad,S KRISHNA REDDY,M,51,GEN,INC,Hand,49301,9,1823217
Andhra Pradesh,Hyderabad,DR.BHAGAVANTH RAO,M,61,GEN,BJP,Lotus,311336,78,1823217
Andhra Pradesh,Hyderabad,RASHID SHAREEF,M,53,GEN,TRS,Car,37190,5,1823217
Andhra Pradesh,Hyderabad,VENU GOPAL.P,M,30,SC,BSP,Elephant,3100,0,1823217
Andhra Pradesh,Hyderabad,ASADUDDIN OWAISI,M,43,GEN,AIMIM,Kite,513777,91,1823217
Andhra Pradesh,Hyderabad,S.KHAJA MOINUDDIN,M,45,GEN,AIACP,Batsman,1592,1,1823217
Andhra Pradesh,Hyderabad,JAYA VINDHYALA,F,49,GEN,SP(I),Battery Torch,598,0,1823217
Andhra Pradesh,Hyderabad,BINGHI RAJASHEKAR,M,38,GEN,PPOI,Television,21796,0,1823217
Andhra Pradesh,Hyderabad,BODDU SAINATH REDDY,M,36,GEN,YSRCP,Ceiling Fan,10735,8,1823217
Andhra Pradesh,Hyderabad,N.MAHENDER SINGH,M,49,GEN,NBNP,Dao,485,0,1823217
Andhra Pradesh,Hyderabad,LUBNA SARWATH,F,49,GEN,AAAP,Broom,6118,0,1823217
Andhra Pradesh,Hyderabad,SYED MUSTAFA MAHMOOD,M,45,GEN,MBT,Bat,2101,1,1823217
Andhra Pradesh,Hyderabad,MD OSMAN,M,52,GEN,IND,BELT,728,0,1823217
Andhra Pradesh,Hyderabad,SHAIK MOIN,M,46,GEN,IND,Candles,626,0,1823217
Andhra Pradesh,Hyderabad,SYED ABDUL GAFFER,M,56,GEN,IND,Gas Cylinder,740,0,1823217
Andhra Pradesh,Hyderabad,M A HABEEB,M,37,GEN,IND,Carrom Board,5992,0,1823217
Andhra Pradesh,Hyderabad,None of the Above,,,,NOTA,NOTA,5011,2,1823217
Andhra Pradesh,CHELVELLA,KONDA VISHWESHWAR REDDY,M,54,GEN,TRS,Car,431084,3993,2185164
Andhra Pradesh,CHELVELLA,TULLA VEERENDER,M,31,GEN,TDP,Bicycle,352227,976,2185164
Andhra Pradesh,CHELVELLA,PATLOLLA KARTIK REDDY,M,34,GEN,INC,Hand,360834,1220,2185164
Andhra Pradesh,CHELVELLA,SAMALA RAVINDAR,M,46,GEN,BSP,Elephant,7713,19,2185164
Andhra Pradesh,CHELVELLA,KUMMARI GIRI,M,33,GEN,PPOI,Television,5787,2,2185164
Andhra Pradesh,CHELVELLA,KONDA RAGHAVA REDDY,M,54,GEN,YSRCP,Ceiling Fan,40069,66,2185164
Andhra Pradesh,CHELVELLA,DR.GOLLA RAMAIAH,M,73,GEN,TLP,Gas Cylinder,1737,28,2185164
Andhra Pradesh,CHELVELLA,CHAN PASHA,M,37,GEN,ABML(S),Kite,56832,3,2185164
Andhra Pradesh,CHELVELLA,MD YUNUS MIYA,M,70,GEN,MCPI,Carrom Board,2901,3,2185164
Andhra Pradesh,CHELVELLA,REGATTE VENKAT REDDY,M,54,GEN,AAAP,Broom,7433,29,2185164
Andhra Pradesh,CHELVELLA,SYED HASHMATHULLAH QUADRI,M,45,GEN,IUML,Ladder,1399,12,2185164
Andhra Pradesh,CHELVELLA,DR. P. SADHU SATYANADHAN,M,61,GEN,ICSP,Trumpet,2487,58,2185164
Andhra Pradesh,CHELVELLA,SUTHARAPU PADMAIAH,M,61,GEN,APRSSP,Batsman,2211,3,2185164
Andhra Pradesh,CHELVELLA,G.MALLESHAM GOUD,M,38,GEN,IND,Auto- Rickshaw,24650,10,2185164
Andhra Pradesh,CHELVELLA,SANIKE RAM GOPAL YADAV,M,47,GEN,IND,Ring,2056,2,2185164
Andhra Pradesh,CHELVELLA,None of the Above,,,,NOTA,NOTA,9989,29,2185164
Andhra Pradesh,Mahbubnagar,KADIRE KRISHNA,M,37,SC,BSP,Elephant,15690,89,1418668
Andhra Pradesh,Mahbubnagar,DR. JANARDHAN REDDY NAGAM,M,65,GEN,BJP,Lotus,270102,2689,1418668
Andhra Pradesh,Mahbubnagar,JAIPAL REDDY SUDINI,M,72,GEN,INC,Hand,330167,1471,1418668
Andhra Pradesh,Mahbubnagar,AP JITHENDER REDDY,M,60,GEN,TRS,Car,332581,1647,1418668
Andhra Pradesh,Mahbubnagar,S.R.PREMAIAH,M,60,SC,PPOI,Auto- Rickshaw,30379,9,1418668
Andhra Pradesh,Mahbubnagar,H.A. RAHMAN,M,44,GEN,YSRCP,Ceiling Fan,9065,40,1418668
Andhra Pradesh,Mahbubnagar,IBRAHIM SYED,M,44,GEN,IND,Almirah,4487,62,1418668
Andhra Pradesh,Mahbubnagar,DR. CHANDRA SEKHAR. A,M,45,GEN,IND,Stethoscope,3983,50,1418668
Andhra Pradesh,Mahbubnagar,S. SHIVA SHANKAR,M,45,GEN,IND,Air Conditioner,3242,10,1418668
Andhra Pradesh,Mahbubnagar,None of the Above,,,,NOTA,NOTA,9016,21,1418668
Andhra Pradesh,Nagarkurnool,YELLAIAH NANDI,M,71,SC,INC,Hand,419040,1035,1477305
Andhra Pradesh,Nagarkurnool,BAKKANI NARSIMLU,M,63,SC,TDP,Bicycle,182734,618,1477305
Andhra Pradesh,Nagarkurnool,BAHADHUR SRINIVAS,M,39,SC,BSP,Elephant,12022,67,1477305
Andhra Pradesh,Nagarkurnool,DR. MANDA JAGANNATH,M,63,SC,TRS,Car,401212,2187,1477305
Andhra Pradesh,Nagarkurnool,MAREDU GOPAL,M,63,SC,YSRCP,Ceiling Fan,22955,30,1477305
Andhra Pradesh,Nagarkurnool,BUDDULA SRINIVAS,M,39,SC,IND,Auto- Rickshaw,54675,5,1477305
Andhra Pradesh,Nagarkurnool,None of the Above,,,,NOTA,NOTA,12329,59,1477305
Andhra Pradesh,Nalgonda,KUNDARAPU RAMESH,M,46,GEN,BSP,Elephant,11503,14,1494343
Andhra Pradesh,Nalgonda,GUTHA SUKHENDER REDDY,M,60,GEN,INC,Hand,467984,4109,1494343
Andhra Pradesh,Nalgonda,TERA CHINNAPA REDDY,M,50,GEN,TDP,Bicycle,277433,1504,1494343
Andhra Pradesh,Nalgonda,NANDYALA NARSIMHA REDDY,M,58,GEN,CPM,"Hammer, Sickle and Star",54157,266,1494343
Andhra Pradesh,Nalgonda,DR. PALLA RAJESHWAR REDDY,M,50,GEN,TRS,Car,257953,2724,1494343
Andhra Pradesh,Nalgonda,GUNNAM NAGI REDDY,M,64,GEN,YSRCP,Ceiling Fan,39339,46,1494343
Andhra Pradesh,Nalgonda,TEJAVATH BELLAIAH NAIK,M,42,GEN,AAAP,Broom,2297,11,1494343
Andhra Pradesh,Nalgonda,MANUPURI DAYA SAGAR,M,39,GEN,PPOI,Television,4481,14,1494343
Andhra Pradesh,Nalgonda,MARRI NEHEMIAH,M,58,GEN,IND,Auto- Rickshaw,56256,3,1494343
Andhra Pradesh,Nalgonda,None of the Above,,,,NOTA,NOTA,9284,21,1494343
Andhra Pradesh,Bhongir ,ARVAPALLY AMBATI,M,34,GEN,BSP,Elephant,9023,6,1492240
Andhra Pradesh,Bhongir ,INDRASENA REDDY NALLU,M,64,GEN,BJP,Lotus,182849,400,1492240
Andhra Pradesh,Bhongir ,KOMATIREDDY RAJGOPAL REDDY,M,46,GEN,INC,Hand,416240,1380,1492240
Andhra Pradesh,Bhongir ,CHERUPALLY SEETHARAMULU,M,60,GEN,CPM,"Hammer, Sickle and Star",53973,62,1492240
Andhra Pradesh,Bhongir ,DR. BOORA NARSAIAH GOUD,M,55,GEN,TRS,Car,446822,1342,1492240
Andhra Pradesh,Bhongir ,KAPILAVAI DILEEP KUMAR,M,60,GEN,RLD,Hand Pump,5550,1,1492240
Andhra Pradesh,Bhongir ,GUDURU JANARDHAN REDDY,M,41,GEN,JaSPa,Chappals,2342,0,1492240
Andhra Pradesh,Bhongir ,GUAHATI MOTHILAL,M,45,GEN,AIMIM,Kite,2598,2,1492240
Andhra Pradesh,Bhongir ,NAGULA SRINIVAS YADAV,M,44,GEN,MaSP,Scissors,1852,6,1492240
Andhra Pradesh,Bhongir ,BOILLA NARENDER,M,32,SC,RPI(A),Sewing Machine,6846,1,1492240
Andhra Pradesh,Bhongir ,NAVULLA MALLA REDDY,M,42,GEN,IND,Coconut,26805,0,1492240
Andhra Pradesh,Bhongir ,RAVULAPALLY KONDAL RAO,M,60,GEN,IND,Television,7720,1,1492240
Andhra Pradesh,Bhongir ,VARIKUPPALA KRISHNA VADDERA,M,45,GEN,IND,Auto- Rickshaw,35004,0,1492240
Andhra Pradesh,Bhongir ,None of the Above,,,,NOTA,NOTA,10869,38,1492240
Andhra Pradesh,Warangal,KADIYAM SRIHARI,M,63,SC,TRS,Car,658828,2811,1537778
Andhra Pradesh,Warangal,GANNARAPU SURENDER,M,49,SC,BSP,Elephant,9489,47,1537778
Andhra Pradesh,Warangal,PARAMESHWAR RAMAGALLA,M,55,SC,BJP,Lotus,186742,397,1537778
Andhra Pradesh,Warangal,RAJAIAH SIRICILLA,M,61,SC,INC,Hand,268450,615,1537778
Andhra Pradesh,Warangal,CHINTHA SWAMY,M,44,SC,AAAP,Broom,5561,8,1537778
Andhra Pradesh,Warangal,THUPPARI NARASIMHA SWAMY,M,44,SC,PPOI,Television,7350,0,1537778
Andhra Pradesh,Warangal,VENKANNA KANNAM,M,36,SC,MCPI,Carrom Board,2257,1,1537778
Andhra Pradesh,Warangal,VENKANNA NEERUDU,M,38,SC,BMUP,Cot,2098,0,1537778
Andhra Pradesh,Warangal,VENU ESAMPELLY,M,37,SC,AIFB,Lion,1541,0,1537778
Andhra Pradesh,Warangal,KANAKAM RAMESH,M,34,SC,IND,Scissors,2013,0,1537778
Andhra Pradesh,Warangal,CHILUVERU PRATHAP,M,40,SC,IND,Gas Stove,9178,0,1537778
Andhra Pradesh,Warangal,JANNU MAHENDAR,M,33,SC,IND,Black Board,3209,2,1537778
Andhra Pradesh,Warangal,None of the Above,,,,NOTA,NOTA,14007,27,1537778
Andhra Pradesh,Mahabubabad  ,PROF. AZMEERA SEETARAM NAIK,M,56,ST,TRS,Car,319388,1181,1387288
Andhra Pradesh,Mahabubabad  ,P. BALRAM,M,49,ST,INC,Hand,283735,1842,1387288
Andhra Pradesh,Mahabubabad  ,BANOTH MOHANLAL,M,49,ST,TDP,Bicycle,215664,240,1387288
Andhra Pradesh,Mahabubabad  ,BODA RAASI,F,29,ST,BSP,Elephant,6220,4,1387288
Andhra Pradesh,Mahabubabad  ,KAVITHA RANI LUNAVATH,F,35,ST,PPOI,Television,6633,4,1387288
